sentence,label,source,clean_sentence,token_count
"This place is pretty good, nice little vibe in the restaurant.",1,yelp,place pretty good nice little vibe restaurant,7
Talk about great customer service of course we will be back.,1,yelp,talk great customer service course back,6
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,yelp,hot dishes hot cold dishes close room tempi watched staff prepare food bare hands gloveseverything deep fried oil,18
I love their fries and their beans.,1,yelp,love fries beans,3
Always a pleasure dealing with him.,1,yelp,always pleasure dealing,3
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,yelp,plethora salads sandwiches everything ive tried gets seal approval,9
This place is awesome if you want something light and healthy during the summer.,1,yelp,place awesome want something light healthy summer,7
"For sushi on the Strip, this is the place to go.",1,yelp,sushi strip place go,4
"The service was great, even the manager came and helped with our table.",1,yelp,service great even manager came helped table,7
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,yelp,feel dining room college cooking course high class dining service slow best,12
"I started this review with two stars, but I'm editing it to give it only one.",0,yelp,started review two stars im editing give one,8
this is the worst sushi i have ever eat besides Costco's.,0,yelp,worst sushi ever eat besides costcos,6
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,yelp,excellent restaurant highlighted great service unique menu beautiful setting,9
My boyfriend and i sat at the bar and had a completely delightful experience.,1,yelp,boyfriend sat bar completely delightful experience,6
Weird vibe from owners.,0,yelp,weird vibe owners,3
There was hardly any meat.,0,yelp,hardly meat,2
I've had better bagels from the grocery store.,0,yelp,ive better bagels grocery store,5
Go To Place for Gyros.,1,yelp,go place gyros,3
"I love the owner/chef, his one authentic Japanese cool dude!",1,yelp,love ownerchef one authentic japanese cool dude,7
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,yelp,burgers arent good pizza used amazing doughy flavorless,8
I found a six inch long piece of wire in my salsa.,0,yelp,found six inch long piece wire salsa,7
"The service was terrible, food was mediocre.",0,yelp,service terrible food mediocre,4
We definately enjoyed ourselves.,1,yelp,definately enjoyed,2
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,yelp,ordered albondigas soup warm tasted like tomato soup frozen meatballs,10
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,yelp,three different occasions asked well done medium well three times got bloodiest piece meat plate,15
I had about two bites and refused to eat anymore.,0,yelp,two bites refused eat anymore,5
The service was extremely slow.,0,yelp,service extremely slow,3
"After 20 minutes wait, I got a table.",0,yelp,minutes wait got table,4
Seriously killer hot chai latte.,1,yelp,seriously killer hot chai latte,5
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,yelp,allergy warnings menu waitress absolutely clue meals contain peanuts,9
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,yelp,boyfriend tried mediterranean chicken salad fell love,7
Their rotating beers on tap is also a highlight of this place.,1,yelp,rotating beers tap also highlight place,6
Pricing is a bit of a concern at Mellow Mushroom.,0,yelp,pricing bit concern mellow mushroom,5
Worst Thai ever.,0,yelp,worst thai ever,3
If you stay in Vegas you must get breakfast here at least once.,1,yelp,stay vegas must get breakfast least,6
I want to first say our server was great and we had perfect service.,1,yelp,want first say server great perfect service,7
The pizza selections are good.,1,yelp,pizza selections good,3
"I had strawberry tea, which was good.",1,yelp,strawberry tea good,3
Highly unprofessional and rude to a loyal patron!,0,yelp,highly unprofessional rude loyal patron,5
"Overall, a great experience.",1,yelp,overall great experience,3
Spend your money elsewhere.,0,yelp,spend money elsewhere,3
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,yelp,regular toasted bread equally satisfying occasional pats butter mmmm,9
The Buffet at Bellagio was far from what I anticipated.,0,yelp,buffet bellagio far anticipated,4
"And the drinks are WEAK, people!",0,yelp,drinks weak people,3
-My order was not correct.,0,yelp,order correct,2
"Also, I feel like the chips are bought, not made in house.",0,yelp,also feel like chips bought made house,7
After the disappointing dinner we went elsewhere for dessert.,0,yelp,disappointing dinner went elsewhere dessert,5
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,yelp,chips sals amazing,3
We won't be returning.,0,yelp,wont returning,2
This is my new fav Vegas buffet spot.,1,yelp,new fav vegas buffet spot,5
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,yelp,seriously cannot believe owner many unexperienced employees running around like chickens heads cut,13
"Very, very sad.",0,yelp,sad,1
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,yelp,felt insulted disrespected could talk judge another human like,9
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,yelp,call steakhouse cant properly cook steak dont understand,8
I'm not impressed with the concept or the food.,0,yelp,im impressed concept food,4
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,yelp,thing wasnt crazy guacamole dont like pured,7
"There is really nothing for me at postinos, hope your experience is better",0,yelp,really nothing postinos hope experience better,6
I got food poisoning here at the buffet.,0,yelp,got food poisoning buffet,4
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,yelp,brought fresh batch fries thinking yay something warm,8
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,yelp,hilarious yummy christmas eve dinner remember biggest fail entire trip us,11
"Needless to say, I won't be going back anytime soon.",0,yelp,needless say wont going back anytime soon,7
This place is disgusting!,0,yelp,place disgusting,2
"Every time I eat here, I see caring teamwork to a professional degree.",1,yelp,every time eat see caring teamwork professional degree,8
The RI style calamari was a joke.,0,yelp,ri style calamari joke,4
"However, there was so much garlic in the fondue, it was barely edible.",0,yelp,however much garlic fondue barely edible,6
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,yelp,could barely stomach meal didnt complain business lunch,8
"It was so bad, I had lost the heart to finish it.",0,yelp,bad lost heart finish,4
It also took her forever to bring us the check when we asked for it.,0,yelp,also took forever bring us check asked,7
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,yelp,arent ones make scene restaurants dont get itdefinitely lost love one,11
Disappointing experience.,0,yelp,disappointing experience,2
"The food is about on par with Denny's, which is to say, not good at all.",0,yelp,food par dennys say good,5
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,yelp,want wait mediocre food downright terrible service place,8
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,yelp,waaaaaayyyyyyyyyy rated saying,3
We won't be going back.,0,yelp,wont going back,3
The place was fairly clean but the food simply wasn't worth it.,0,yelp,place fairly clean food simply wasnt worth,7
This place lacked style!!,0,yelp,place lacked style,3
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,yelp,sangria half glass wine full ridiculous,6
Don't bother coming here.,0,yelp,dont bother coming,3
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,yelp,meat pretty dry sliced brisket pulled pork,7
"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0,yelp,building seems pretty neat bathroom pretty trippy wouldnt eat,9
It was equally awful.,0,yelp,equally awful,2
Probably not in a hurry to go back.,0,yelp,probably hurry go back,4
very slow at seating even with reservation.,0,yelp,slow seating even reservation,4
Not good by any stretch of the imagination.,0,yelp,good stretch imagination,3
The cashew cream sauce was bland and the vegetables were undercooked.,0,yelp,cashew cream sauce bland vegetables undercooked,6
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,yelp,chipolte ranch dipping sause tasteless seemed thin watered heat,9
